idiom,explanation,original_sentence,original_paraphrase
起炉灶,新建立,现在全国许多城市都在建造“唐代一条街”、“宋代一条街”之类，那大多是根据历史记载和想象在依稀遗迹间的重起炉灶，看多了总不大是味道；平遥西大街的恢复就不必如此，因为基本的建筑都还保存完好，只要想洗去那些现代涂抹，便会洗出一条充满历史厚度的老街，洗出山西人上一世纪的自豪。,现在全国许多城市都在建造“唐代一条街”、“宋代一条街”之类，那大多是根据历史记载和想象在依稀遗迹间的重新建立，看多了总不大是味道；平遥西大街的恢复就不必如此，因为基本的建筑都还保存完好，只要想洗去那些现代涂抹，便会洗出一条充满历史厚度的老街，洗出山西人上一世纪的自豪。
排众,消除异,十多年前在全国各地考察时深知上海名声太差，还写了一篇《上海人》力排众议，肯定上海文明是中国近代以来最有容量，也最有潜力的地域文明，并为精明而畏怯的上海市民鼓劲打气。,十多年前在全国各地考察时深知上海名声太差，还写了一篇《上海人》全力消除异议，肯定上海文明是中国近代以来最有容量，也最有潜力的地域文明，并为精明而畏怯的上海市民鼓劲打气
移风易,改变旧习,钱某人要移风易俗，让高密女人不再缠足。”,钱某人要改变旧习俗，让高密女人不再缠足。”
儆效尤,起警示作用,本官今日请你前来，一是叙叙旧情，二是要你想出一种能够威慑刁民的刑法来处死孙丙，以儆效尤。”,本官今日请你前来，一是叙叙旧情，二是要你想出一种能够威慑刁民的刑法来处死孙丙，以起警示作用。”
图谋,做,钱犯于光绪二十一年留学日本上官学校，在日期间，私割发辫，结交奸党，图谋不轨。,钱犯于光绪二十一年留学日本上官学校，在日期间，私割发辫，结交奸党，做不轨的打算。
心浮气,急,任何的优柔寡断、任何的心浮气躁，都会使手上的动作变形。,任何的犹豫、任何的急躁，都会使手上的动作变形。
如注,不止,否则血流如注，腥气逼人，血污肉体，影响观察，下刀无凭，势必搞得一塌糊涂。,否则血流不止，腥气逼人，血污肉体，影响观察，下刀无凭，势必搞得混乱。
通情达,讲道,夫人啊，如果您真是一个豁达大度的人，就应该支持俺跟他好；如果您是一个通情达理的人，就不该阻拦俺进县衙。,夫人啊，如果您真是一个大度的人，就应该支持俺跟他好；如果您是一个讲道理的人，就不该阻拦俺进县衙。
壮,大,这正是壮志未酬身先死啊，常使英雄泪满襟！,这正是大志向没有实现身先死啊，常使英雄泪满襟！
未酬,向没有实现,这正是壮志未酬身先死啊，常使英雄泪满襟！,这正是大志向没有实现身先死啊，常使英雄泪满襟！
心驰神,向,一提起斑马，她的脸上就显出心驰神往的表情：非洲，多远呵！,一提起斑马，她的脸上就显出向往的表情：非洲，多远呵！
镇定自若成竹在胸,冷静沉着,他永远镇定自若成竹在胸，看好病是这副模样看不好也是这副模样看死了人仍是这副模样，他给任何患者以及比患者更焦虑急迫的家属的印象永远都是这个样子。,他永远冷静沉着，看好病是这副模样看不好也是这副模样看死了人仍是这副模样，他给任何患者以及比患者更焦虑急迫的家属的印象永远都是这个样子。
拾遗,捡别人的东西,生气不是说延津民风不淳朴，延津被老胡调教了三十五年，已开始路不拾遗和夜不闭户；或是过去的县衙成了木匠铺，里里外外皆是刨子花油漆味，呛着了小韩。,生气不是说延津民风不淳朴，延津被老胡调教了三十五年，已开始路上不捡别人的东西和夜里不关门；或是过去的县衙成了木匠铺，里里外外皆是刨子花油漆味，呛着了小韩。
闭户,关门,生气不是说延津民风不淳朴，延津被老胡调教了三十五年，已开始路不拾遗和夜不闭户；或是过去的县衙成了木匠铺，里里外外皆是刨子花油漆味，呛着了小韩。,生气不是说延津民风不淳朴，延津被老胡调教了三十五年，已开始路上不捡别人的东西和夜里不关门；或是过去的县衙成了木匠铺，里里外外皆是刨子花油漆味，呛着了小韩。
路人皆,大众全,1950年1月8日，在北京大众文艺讲座上，茅盾没有侈谈许多路人皆知的正确的大道理，而是像一个教师一般，娓娓讲授“欣赏与创作”，他在讲座上一开始就说：,950年1月8日，在北京大众文艺讲座上，茅盾没有侈谈许多大众全知的正确的大道理，而是像一个教师一般，娓娓讲授“欣赏与创作”，他在讲座上一开始就说：
日落西,太阳下,小温本也能喝，但中午喝到日落西山，晚上听完戏又接着喝，几杯下去，就醉了。,小温本也能喝，但中午喝到太阳下山，晚上听完戏又接着喝，几杯下去，就醉了。
手到,解决,他把他的手忙脚乱当成了一次成功的外科手术，手到病除，他从此就可以高枕无忧。,他把他的忙乱当成了一次成功的外科手术，解决病因，他从此就可以好好睡觉不忧虑了。
除,因,他把他的手忙脚乱当成了一次成功的外科手术，手到病除，他从此就可以高枕无忧。,他把他的忙乱当成了一次成功的外科手术，解决病因，他从此就可以好好睡觉不忧虑了。
高枕无,好好睡觉不,他把他的手忙脚乱当成了一次成功的外科手术，手到病除，他从此就可以高枕无忧。,他把他的忙乱当成了一次成功的外科手术，解决病因，他从此就可以好好睡觉不忧虑了。
沾,落,老曹脚不沾地，被人架到了轿车里。,老曹不落地，被人架到了轿车里。
露头角,次突出,杨先生对待我这个初露头角的学生如此，则其接待沈先生的情形可知。,杨先生对待我这个初次突出的学生如此，则其接待沈先生的情形可知。
通,治稳定,我希望政通人和，使大家能安安静静坐下来，想一点事，读一点书，写一点文章。,我希望政治稳定人民和睦，使大家能安安静静坐下来，想一点事，读一点书，写一点文章。
太,和,要把人民的吃穿解决了，就万事大吉，天下太平。,要把人民的吃穿解决了，就太好了，天下和平。
拈花,到处,有人说他已经被土匪裁了，有人说他还在岳州开豆腐坊，有人则说他拈花惹草，把几个钱都嫖光了，某某曾亲眼看见他在辰州街上讨饭。,有人说他已经被土匪裁了，有人说他还在岳州开豆腐坊，有人则说他到处惹事，把几个钱都嫖光了，某某曾亲眼看见他在辰州街上讨饭。
草,事,有人说他已经被土匪裁了，有人说他还在岳州开豆腐坊，有人则说他拈花惹草，把几个钱都嫖光了，某某曾亲眼看见他在辰州街上讨饭。,有人说他已经被土匪裁了，有人说他还在岳州开豆腐坊，有人则说他到处惹事，把几个钱都嫖光了，某某曾亲眼看见他在辰州街上讨饭。
食不甘,吃饭没有,精神，当其仅限于个体生命之时，便更像是生理的一种机能，肉身的附属，甚至累赘（比如它有时让你食不甘味，睡不安寝）。,精神，当其仅限于个体生命之时，便更像是生理的一种机能，肉身的附属，甚至累赘（比如它有时让你吃饭没有味道，睡不安寝）。
躬自问,省,反躬自问越少，横眉冷对越多，爱愿消损，思想萎钝，规则一旦荒芜，比如说足球吧，怎么踢呢？,自我反省越少，横眉冷对越多，爱愿消损，思想萎钝，规则一旦荒芜，比如说足球吧，怎么踢呢？
知法,故意,你欲做伪证，也务使别人知法犯法吗？,你欲做伪证，也务使别人故意犯罪吗？
法,罪,你欲做伪证，也务使别人知法犯法吗？,你欲做伪证，也务使别人故意犯罪吗？
此,这,钱，名，都在此一举，她不是个傻子！,钱，名，都在这一举动之下了，她不是个傻子！
所未,没有听,像这种为了兄妹结婚而过继，好避免同姓不婚，这可是前所未闻的。,像这种为了兄妹结婚而过继，好避免同姓不婚，这可是之前没有听闻的。
博,很有才,钟会是大书法家钟繇的儿子，钟繇做过魏国太辅，而钟会本身也博学多才。,钟会是大书法家钟繇的儿子，钟繇做过魏国太辅，而钟会本身也很有才学。
你,相互,一般来说，恋爱中的年轻人都爱动，呼啦一下去了电影院，呼啦一下去了咖啡馆，呼啦一下又去了风景区，你追我赶的，打情骂俏的，偷鸡摸狗的。,一般来说，恋爱中的年轻人都爱动，呼啦一下去了电影院，呼啦一下去了咖啡馆，呼啦一下又去了风景区，相互追赶嬉戏的，俏皮风趣的，偷偷的。
鸡摸狗,偷,一般来说，恋爱中的年轻人都爱动，呼啦一下去了电影院，呼啦一下去了咖啡馆，呼啦一下又去了风景区，你追我赶的，打情骂俏的，偷鸡摸狗的。,一般来说，恋爱中的年轻人都爱动，呼啦一下去了电影院，呼啦一下去了咖啡馆，呼啦一下又去了风景区，相互追赶嬉戏的，俏皮风趣的，偷偷的。
耳,见,刚才的耳闻目见，压在她心灵上，使她不能不意识到自己是在爬着走，虽然从下面瞥见了人们的若干底蕴，却无缘正视着她所热望的脸孔。,刚才的见闻，压在她心灵上，使她不能不意识到自己是在爬着走，虽然从下面瞥见了人们的若干底蕴，却无缘正视着她所热望的脸孔。
览无遗,下子看穿,孟嘉的眼睛显示沉思的神气，对眼前的一切，都似乎能一览无遗，能洞悉一切，一个头脑平庸自信力不强的姑娘是会望而退缩的。,孟嘉的眼睛显示沉思的神气，对眼前的一切，都似乎能一下子看穿，能洞悉一切，一个头脑平庸自信力不强的姑娘是会望而退缩的。
目狰狞,部丑陋,当然，也有些人家没来，没来要鱼的人大都是因为不敢吃这面目狰狞的怪物。,当然，也有些人家没来，没来要鱼的人大都是因为不敢吃这面部丑陋的怪物。
五,什么地,况内地更有好处，为五方杂处，众目具瞻的上海等处所不及的；如花木的趣味，盆栽的趣味便是。,况内地更有好处，为什么地方来的人都有，非常明显的上海等处所不及的；如花木的趣味，盆栽的趣味便是。
杂处,来的人都有,况内地更有好处，为五方杂处，众目具瞻的上海等处所不及的；如花木的趣味，盆栽的趣味便是。,况内地更有好处，为什么地方来的人都有，非常明显的上海等处所不及的；如花木的趣味，盆栽的趣味便是。
何乐而,为什么,司徒协和梁太太，二十年如一日，也是因为她摸熟了自己的脾气，体贴入微，并且梁太太对于他虽然不倒贴，却也不需他破费，借她地方请请客，场面既漂亮，应酬又周到，何乐而不为。,司徒协和梁太太，二十年如一日，也是因为她摸熟了自己的脾气，非常体贴，并且梁太太对于他虽然不倒贴，却也不需他破费，借她地方请请客，场面既漂亮，应酬又周到，为什么不做呢。
