idiom,explanation,original_sentence,original_paraphrase
黩武,力发动战争,这种顽固行为阻碍裁军，阻碍在该地区建立持久和平，暴露了特拉维夫穷兵黩武的面目。,这种顽固行为阻碍裁军，阻碍在该地区建立持久和平，暴露了特拉维夫用尽所有兵力发动战争的面目。
沧海,很小的,新加坡是一个小国，其捐助仅仅是国际社会帮助受灾国所需援助的沧海一粟。,新加坡是一个小国，其捐助仅仅是国际社会帮助受灾国所需援助的很小的一部分。
粟,部分,新加坡是一个小国，其捐助仅仅是国际社会帮助受灾国所需援助的沧海一粟。,新加坡是一个小国，其捐助仅仅是国际社会帮助受灾国所需援助的很小的一部分。
起时,之前,每当下课铃声要响起时，大部分学生已经合上了书本，放下了作业，交头接耳并随时准备冲出教室。,就在铃响之前，大多数学生合了书，把作业收起来，低声交谈并随时准备冲出教室。
部分,多数,每当下课铃声要响起时，大部分学生已经合上了书本，放下了作业，交头接耳并随时准备冲出教室。,就在铃响之前，大多数学生合了书，把作业收起来，低声交谈并随时准备冲出教室。
放下了,把,每当下课铃声要响起时，大部分学生已经合上了书本，放下了作业，交头接耳并随时准备冲出教室。,就在铃响之前，大多数学生合了书，把作业收起来，低声交谈并随时准备冲出教室。
头接耳,谈,每当下课铃声要响起时，大部分学生已经合上了书本，放下了作业，交头接耳并随时准备冲出教室。,就在铃响之前，大多数学生合了书，把作业收起来，低声交谈并随时准备冲出教室。
时代,社会,生活在这个快节奏的时代里，人们很难再体验古人的那种悠然自得了。,生活在快节奏的社会里，人们很难感受到古时候人们的休闲。
再体验,感受到,生活在这个快节奏的时代里，人们很难再体验古人的那种悠然自得了。,生活在快节奏的社会里，人们很难感受到古时候人们的休闲。
那种悠然自得了,休闲,生活在这个快节奏的时代里，人们很难再体验古人的那种悠然自得了。,生活在快节奏的社会里，人们很难感受到古时候人们的休闲。
那般瞒,违背自己的良,迷信已使他们那般瞒心昧己，并阻碍他们踏上那崇高。伟大的上帝之道。,迷信已使他们违背自己的良心干坏事，并阻碍他们踏上那崇高。伟大的上帝之道。
昧己,干坏事,迷信已使他们那般瞒心昧己，并阻碍他们踏上那崇高。伟大的上帝之道。,迷信已使他们违背自己的良心干坏事，并阻碍他们踏上那崇高。伟大的上帝之道。
魂飞天外似,仓皇,神甫踢动双腿，催马前进，魂飞天外似的逃了。,神甫踢动双腿，催马前进，仓皇的逃了。
眼,从地,在过去6个月信贷危机不断加深的过程中，亿万富翁巴菲特打发走了一个又一个低眉顺眼前来寻求帮助的华尔街公司。,在过去6个月信贷危机不断加深的过程中，亿万富翁巴菲特打发走了一个又一个顺从地前来寻求帮助的华尔街公司。
一,短,因为这个年轻的夫人还没有完全把衣服穿好，因此布鲁克斯太太知道，苔丝一时半刻不会下楼。,因为这个年轻的夫人还没有完全把衣服穿好，因此布鲁克斯太太知道，苔丝短时间不会下楼。
半刻,间,因为这个年轻的夫人还没有完全把衣服穿好，因此布鲁克斯太太知道，苔丝一时半刻不会下楼。,因为这个年轻的夫人还没有完全把衣服穿好，因此布鲁克斯太太知道，苔丝短时间不会下楼。
生,言、挑起,我不允许你对我的家人造谣生事。,我不允许你对我的家人制造谣言、挑起事端。
永无,不安,我被那严酷无情的折磨者搞得永无宁日，而我——”她住口不说了，又凝望着炉火，就象她刚才陷在寂寞中时一样,我被那严酷无情的折磨者搞得不安宁，而我——”她住口不说了，又凝望着炉火，就象她刚才陷在寂寞中时一样
不惜工,舍得出,装潢新办公室不惜工本。,装潢新办公室舍得出本钱。
为之,己看着办,今年早些时候，她的《乔治亚法则》的制作人发出的告诉她好自为之的书面警告在新闻界到处流传。,今年早些时候，她的《乔治亚法则》的制作人发出的告诉她自己看着办的书面警告在新闻界到处流传。
堂鼓,缩,许多人一遇到障碍就打退堂鼓，但我不会这样。,许多人一遇到障碍就退缩，但我不会这样。
姗姗,慢腾腾地,因未能按时上台，鼠帮乐队领唱彼得劳福德主持时称她为“姗姗来迟的玛丽莲梦露”。,因未能按时上台，鼠帮乐队领唱彼得劳福德主持时称她为“慢腾腾地来晚了的玛丽莲梦露”。
迟,晚了,因未能按时上台，鼠帮乐队领唱彼得劳福德主持时称她为“姗姗来迟的玛丽莲梦露”。,因未能按时上台，鼠帮乐队领唱彼得劳福德主持时称她为“慢腾腾地来晚了的玛丽莲梦露”。
由之,走的,同样，农村信用社推行客户经理制也是在银行竞争中生存发展的必由之路。,同样，农村信用社推行客户经理制也是在银行竞争中生存发展的必走的路。
弥天大,非常荒谬的,正是由于这个原因，埃塞俄比亚总理对外交官撒弥天大谎。,正是由于这个原因，埃塞俄比亚总理对外交官撒非常荒谬的谎言。
十字,交叉,除了附近那家位于十字路口的小工厂，一切都静悄悄的。,除了附近那家位于交叉路口的小工厂，一切都静悄悄的。
可攀,到,每一则消息仿佛都在把她越来越远地送入另一个世界。这个世界离他越远，就越显得高不可攀。,每一则消息仿佛都在把她越来越远地送入另一个世界。这个世界离他越远，就越显得高得手也攀不到。
惶失色,恐,母亲就一些化妆品中使用的染料的染料做了简短的解释，它们是用碾碎的虫子做成的。造型师愣住了，惊惶失色。,母亲就一些化妆品中使用的染料的染料做了简短的解释，它们是用碾碎的虫子做成的。造型师愣住了，非常惊恐。
人生自古谁无,我们最终都,人生自古谁无死，对吧？,我们最终都死了，对吧？
雍荣,庄重,这位姑娘穿着最好的衣服雍荣华贵地走了出来。,这位姑娘穿着最好的衣服庄重华丽地走了出来。
贵,丽,这位姑娘穿着最好的衣服雍荣华贵地走了出来。,这位姑娘穿着最好的衣服庄重华丽地走了出来。
今朝有酒今朝醉,只顾眼前,那些一心要“今朝有酒今朝醉”的人们，往往对潜伏期较长的危害不放在心上。,那些一心要“只顾眼前”的人们，往往对潜伏期较长的危害不放在心上。
所见略,看法相,很多事情可以通过说服解决，特别是如果所见略同的国家合作对付一个挑衅的政府。,很多事情可以通过说服解决，特别是如果看法相同的国家合作对付一个挑衅的政府。
亦复如,也,若彼愚人见水不饮，为时所笑，亦复如是。,若彼愚人见水不饮，为时所笑，也是这样。
贻,让内行人,第二，有身份的中国人宁死也不能不戴手表，假如我不戴的话就会贻笑大方。,第二，有身份的中国人宁死也不能不戴手表，假如我不戴的话就会让内行人笑话。
大方,话,第二，有身份的中国人宁死也不能不戴手表，假如我不戴的话就会贻笑大方。,第二，有身份的中国人宁死也不能不戴手表，假如我不戴的话就会让内行人笑话。
手包办,人独揽,此外，欧洲能借此再次向美国表明其建设自卫能力的意愿，并在至今仍主要由美国与俄罗斯一手包办的行动中做出积极贡献。,此外，欧洲能借此再次向美国表明其建设自卫能力的意愿，并在至今仍主要由美国与俄罗斯一人独揽的行动中做出积极贡献。
步登天,下就学会,严以律己：第二语言是无法一步登天的。,严以律己：第二语言是无法一下就学会的。
波助澜,动,他没有抑制腐败、对经济问题处置不当，安排一些亲戚担任要职，总的说来，比起被驱逐的前总统（巴氏在其中起到推波助澜作用），巴基耶夫更为独裁。,他没有抑制腐败、对经济问题处置不当，安排一些亲戚担任要职，总的说来，比起被驱逐的前总统（巴氏在其中起到推动作用），巴基耶夫更为独裁。
孬,错,牧师阁下有一块不孬的土地，用不着掂斤播两的。,牧师阁下有一块不错的土地，用不着过分计较的。
可是,不过,可是，那里也是沙里淘金的地方。,不过，在那里的沙土里经常可以找到金子。
也是,的,可是，那里也是沙里淘金的地方。,不过，在那里的沙土里经常可以找到金子。
淘,经常可以找到,可是，那里也是沙里淘金的地方。,不过，在那里的沙土里经常可以找到金子。
的地方,子,可是，那里也是沙里淘金的地方。,不过，在那里的沙土里经常可以找到金子。
闻,听到,当然，最终是会提供搜查通知的，但合理的延后使执法机构有时间查明嫌疑人的同伙、消除对社区的立即威胁、协调逮捕多个嫌疑人而不会过早使他们闻风而逃。,当然，最终是会提供搜查通知的，但合理的延后使执法机构有时间查明嫌疑人的同伙、消除对社区的立即威胁、协调逮捕多个嫌疑人而不会过早使他们听到风声立即逃跑。
