idiom,explanation,original_sentence,original_paraphrase
捉贼捉赃,故意陷害,白嘉轩写罢气不可捺问：“常言说捉贼捉赃，抓奸抓双。,白嘉轩写罢气不可捺问：“常言说故意陷害，抓奸抓双。
顶门立户,承担责任,韩文举将荷包鸡蛋泡饼子端了来，一眼一眼看着小水吃了，就对七老汉说：“老七，这下就好了，我韩家有了顶门立户的人了！,韩文举将荷包鸡蛋泡饼子端了来，一眼一眼看着小水吃了，就对七老汉说：“老七，这下就好了，我韩家有了承担责任的人了！
明镜高悬,公正,骂道：“巩宝山算什么‘明镜高悬’，算是我把眼窝也瞎了！”,骂道：“巩宝山算什么‘公正’，算是我把眼窝也瞎了！”
置若罔闻,不管不问,蔼(置若罔闻）——我敢说一句，这儿总还有不少快要饿死的妇女。,蔼(不管不问）——我敢说一句，这儿总还有不少快要饿死的妇女。
鞭辟入里,正中要害,我相信一定会有不少，否则我们就读不到那么多鞭辟入里的记载了。,我相信一定会有不少，否则我们就读不到那么多正中要害的记载了
相辅相成,帮助,那么水乳交融、相得益彰、相辅相成，既是实干家，又是领导者；既是一员,那么融洽、相互配合、帮助，既是实干家，又是领导者；既是一员
春风化雨,良好的环境,他在春风化雨中度过华丽的青春，吐出态浓意远,他在良好的环境中度过华丽的青春，吐出态浓意远
背城一战,决定存亡的关键时刻,吴荪甫站在那大客厅的石阶上沉吟，想起了公债市场上将要到来的“背城一战”，想起了押房子，押厂，――想得很多且乱，可是总有点懒懒地提不起精神来。,吴荪甫站在那大客厅的石阶上沉吟，想起了公债市场上将要到来的“决定存亡的关键时刻”，想起了押房子，押厂，――想得很多且乱，可是总有点懒懒地提不起精神来。
开门见山,直接点,“大嫂，我喜欢开门见山，咱就长话短说吧。,“大嫂，我喜欢直接点，咱就简要的说说吧。
弃之可惜,用处太小,以前的作人之道弃之可惜，于是对于父母子女根本不敢作什么试验。,以前的作人之道用处太小，于是对于父母子女根本不敢作什么试验。
遥遥在望,即将到达,"漫长而艰难的航程还在继续，""海豹""号不知疲倦地向前驶去，穿过平静而荒凉的苏伊士运河，穿过由众多的活火山环抱的地中海，穿过西欧的""生命线""直布罗陀海峡，进入浩瀚的大西洋，转而向北，船尾的""米""字旗在英吉利海峡的扑面凉风中欢快地飘舞，大不列颠岛终于遥遥在望了。","漫长而艰难的航程还在继续，""海豹""号不知疲倦地向前驶去，穿过平静而荒凉的苏伊士运河，穿过由众多的活火山环抱的地中海，穿过西欧的""生命线""直布罗陀海峡，进入浩瀚的大西洋，转而向北，船尾的""米""字旗在英吉利海峡的扑面凉风中欢快地飘舞，大不列颠岛终于即将到达了。"
等闲之辈,寻常人,侄，一看这头角，就不是等闲之辈，你爸爸当县长，你要当省长！”,侄，一看这头角，就不是寻常人，你爸爸当县长，你要当省长！”
臭不可闻,特别奇怪,多少年后，爷爷和父亲想起胶高大队使用手榴弹的熟练技巧，就像被臭棋手用臭不可闻的怪招儿战败了的棋王一样，嘴里不得不服输，但心里总觉得输得窝囊。,少年后，爷爷和父亲想起胶高大队使用手榴弹的熟练技巧，就像被臭棋手用特别奇怪的招儿战败了的棋王一样，嘴里不得不服输，但心里总觉得输得窝囊。
糖衣炮弹,讨好,她常将家中寄来的用品，主动给我用，我认为她在用好逸恶劳的习惯影响人；有好吃的，她亲热地给我尝尝，我以为这是糖衣炮弹的侵袭；每当她在闲谈中，有非议贫农和嘲笑知青的，我就悄悄地记录下来。,她常将家中寄来的用品，主动给我用，我认为她在用贪图安逸，厌恶劳动的习惯影响人；有好吃的，她亲热地给我尝尝，我以为这是讨好的侵袭；每当她在闲谈中，有非议贫农和嘲笑知青的，我就悄悄地记录下来。
展翅高飞,充分发挥才能,在书中，展翅高飞的孩子、即将离去的母亲和站立在小路的这一端目送他们的作者——三代人的情感一样丰沛，只是各自表达的方式不同。,在书中，充分发挥才能的孩子、即将离去的母亲和站立在小路的这一端目送他们的作者——三代人的情感一样丰沛，只是各自表达的方式不同。
酒醉饭饱,食欲得到满足,万事皆目，吃饭是纲，酒醉饭饱，纲举目张！,万事皆目，吃饭是纲，食欲得到满足，抓住事物的关键，带动其他环节！
纲举目张,抓住事物的关键，带动其他环节,万事皆目，吃饭是纲，酒醉饭饱，纲举目张！,万事皆目，吃饭是纲，食欲得到满足，抓住事物的关键，带动其他环节！
岿然不动,屹立着,任你用尽三十六计七十二般变化，我却泰山青松般岿然不动。,任你用尽三十六计七十二般变化，我却泰山青松般屹立着。
满腹牢骚,一直抱怨,男子默默地听着，他们还是缓缓地向前奔去，丝毫也没有因满腹牢骚放慢脚步。,男子默默地听着，他们还是缓缓地向前奔去，丝毫也没有因一直抱怨放慢脚步。
一来二去,多次,一来二去，那闺女竟也爱了他，但强调，只有痛改前非，才跟他。,多次，那闺女竟也爱了他，但强调，只有改变过错，才跟他。
畅行无阻,到处乱摸,再回来时，乳罩松开了，他的手在整个光滑细腻的胸脯上畅行无阻，在微微的齐水上走边走过颤动的隆起和凹陷。,再回来时，乳罩松开了，他的手在整个光滑细腻的胸脯上到处乱摸，在微微的齐水上走边走过颤动的隆起和凹陷。
如履平地,能正常行走,慢慢地，他们在5000米的海拔高度行走也如履平地了。,慢慢地，他们在5000米的海拔高度行走也能正常行走了。
画栋雕梁,房屋装饰华丽,店老板告诉我：这里原来就是我家的大宅，三进三出，跑马楼，后花园，老照壁，画栋雕梁，十分威风。,店老板告诉我：这里原来就是我家的大宅，三进三出，跑马楼，后花园，老照壁，房屋装饰华丽，十分威风。
支吾其词,说话躲闪,我总是支吾其词，不爽爽快快地说一声：性的不道德——手淫！,我总是说话躲闪，不爽爽快快地说一声：性的不道德——手淫！
乘虚而入,意外感染上,事实上，不少人在二十三岁左右正忙着大学毕业考试，同时眼睛溜着毕业即失业那个鬼影儿；两气夹攻，身体上精神上都难悠悠自得，肺病自不会不乘虚而入。,事实上，不少人在二十三岁左右正忙着大学毕业考试，同时眼睛溜着毕业即失业那个鬼影儿；两气夹攻，身体上精神上都难悠悠自得，肺病自不会不意外感染上。
通家之好,交情很厚,姚思安自己也向曾氏伉儷作揖，承認彼此是「通家之好」。,姚思安自己也向曾氏伉儷作揖，承認彼此是交情很厚。
七七八八,零碎地,接着，孙少安又用了三个晚上，在被窝里搂着秀莲，七七八八给她说好话，讲道理，打比方，好不容易才把箍窑入迷的妻子说通。,接着，孙少安又用了三个晚上，在被窝里搂着秀莲，零碎地给她说好话，讲道理，打比方，好不容易才把箍窑入迷的妻子说通。
哑口无声,说不出话来,五羊目睹此时情形哑口无声，且只想蹲下去，希望女人推窗推开时可以不为女人见到。,五羊目睹此时情形说不出话来，且只想蹲下去，希望女人推窗推开时可以不为女人见到。
千千万万,众多,"在中国的""乡村和城市，惨绝人寰的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""千千万万的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""狂轰滥炸一点儿也不亚于伦敦。","在中国的""乡村和城市，惨痛的""烧光、杀光、抢光""，使良田化为焦土，房舍焚为平地，""众多的苍生包括无数的妇女、儿童甚至腹中的胎儿在日寇的皮靴和战刀下丧生，""疯狂打击下一点儿也不亚于伦敦。"
为营穿越,成功突破,对讲机声声急呼，所有的人都憋住了气，睁大了眼，浸透了汗，看佛祖如何保佑我们步步为营，穿越新的难关。,对讲机声声急呼，所有的人都憋住了气，睁大了眼，浸透了汗，看佛祖如何保佑我们一步步成功突破新的难关。
手脚干净,做事利索,并且宗教信仰中附带的佣工美德，手脚干净而不浪费，因为从主人完全信托中，可增加她一点作人的尊严和信用，还能好好保持。,并且宗教信仰中附带的佣工美德，做事利索而不浪费，因为从主人完全信托中，可增加她一点作人的尊严和信用，还能好好保持。
攻守同盟,约定,吴荪甫乘机会把姑奶奶支使开，就拉住了杜竹斋，进行他的“攻守同盟”的外交谈判。,荪甫乘机会把姑奶奶支使开，就拉住了杜竹斋，进行他的约定的外交谈判。
泾渭分明,界限很清晰,玉器行里，这一点是泾渭分明，回回的铺子里只收回回学徒，汉人的铺子里只收汉人学徒，你们回回的禁忌很多，我不能为了你一个人单开伙啊，还怕别的人跟你不合群儿......,玉器行里，这一点是界限很清晰，回回的铺子里只收回回学徒，汉人的铺子里只收汉人学徒，你们回回的禁忌很多，我不能为了你一个人单开伙啊，还怕别的人跟你不合群儿......
玉石俱焚,一起毁灭了,一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会玉石俱焚，和那一伙强人同归于尽，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。,一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会一起毁灭了，和那一伙强人一起毁灭，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。
同归于尽,一起毁灭,一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会玉石俱焚，和那一伙强人同归于尽，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。,一个是冬生的老母，只担心被迫躲入老虎洞里的冬生，会一起毁灭了，和那一伙强人一起毁灭，自己命根子和一切希望从而割断，还有一个是一生为人忠厚的满老太太，以为这件事和田家人结怨结仇，实在可怕。
