idiom,explanation,original_sentence,original_paraphrase
张口结舌,不说话,哦，上帝，如果我去哪里，我要变成呆子或是张口结舌。我知道会这样。,哦，上帝，如果我去哪里，我要变成呆子或是不说话。我知道会这样。
休养生息,家庭,"它是一个避风港，是家庭的实际代表，是休养生息的地方""。","这是一个避难所，是家庭的实际代表，是家庭的家园""。"
无理取闹,吵架,如果他不同意离婚，她就每天无理取闹。,如果他不同意离婚，她就每天吵架。
变化无常,不确定,他认为现在出现的兴趣相对于客户来说更多来自于零售商。他们变化无常的品味可能会忽然改变。,他认为现在出现的兴趣相对于客户来说更多来自于零售商。他们不确定的品味可能会忽然改变。
心比天高,自大,可是现在，这个心比天高，命比纸薄的大龄剩女却只有窝在一间小学校里教书。,可是现在，这个自大，却贫贱的大龄剩女却只有窝在一间小学校里教书。
命比纸薄,却贫贱,可是现在，这个心比天高，命比纸薄的大龄剩女却只有窝在一间小学校里教书。,可是现在，这个自大，却贫贱的大龄剩女却只有窝在一间小学校里教书。
油头粉面,过分打扮,我不喜欢看到你油头粉面，穿着那纯丝的西装假装是位正直的美国人。,我不喜欢看到你过分打扮，穿着那纯丝的西装假装是位正直的美国人。
捷报频传,不断取得胜利,今年我本应该要再创新高，捷报频传。,今年我本应该要再创新高，不断取得胜利。
兢兢业业,勤恳工作,兢兢业业地密切注意大会第三委员会有关儿童权利问题方面的工作，1995年对综合处理这一问题的卓越的第50/153号决议的起草工作作出了贡献。,勤恳工作地密切注意大会第三委员会有关儿童权利问题方面的工作，1995年对综合处理这一问题的卓越的第50/153号决议的起草工作作出了贡献。
独具匠心,构思巧妙,这辆车刚造好时，其设计被认为是独具匠心。,这辆车刚造好时，其设计被认为是构思巧妙。
不动声色,态度镇静,非常有趣，其中不乏不动声色的喜剧元素和惊险动作，现在第三季已经开拍。,非常有趣，其中不乏态度镇静的喜剧元素和惊险动作，现在第三季已经开拍。
久而久之,时间长了,我原来吸食毒品只是闹着玩儿，久而久之，我却不得不靠它挨过每一天。,我原来吸食毒品只是闹着玩儿，时间长了，我却不得不靠它挨过每一天。
金鸡独立,用一只脚平衡,那位杂技演员表演金鸡独立。,杂技演员表演用一只脚平衡。
万事万物,一切,在你能把宇宙万事万物皆视为梦幻泡影时，你将永不会再感受到痛苦与束缚。,在你能把宇宙一切皆视为幻想时，你将永不会再感受到痛苦与束缚。
一挥而就,快速,他一挥而就写下了这篇文章。,他快速写下了这篇文章。
钢筋铁骨,强大,在那些可以称作大活动家的钢筋铁骨的人杰里，果真存在着天才退化的时期吗？,在那些可以称作大活动家的强大的人杰里，果真存在着天才退化的时期吗？
潜移默化,无形,朋友的影响力非常大，可以潜移默化地影响一个人的一生。,朋友的影响力非常大，可以无形地影响一个人的一生。
作嫁衣裳,做的,到头来都是为他人作嫁衣裳。,到头来都是为他人做的。
天打雷劈,被惩罚,强烈但隐蔽，充满情欲但不至天打雷劈，感情不忠很危险，很容易上瘾，很容易就摆脱不掉。,强烈但隐蔽，充满情欲但不至被惩罚，感情不忠很危险，很容易上瘾，很容易就摆脱不掉。
天府之国,美丽富足的,我们的实体批发店与实体零售店位于天府之国成都市。,我们的实体批发店与实体零售店位于美丽富足的成都市。
从心所欲,自由行事,从心所欲不逾矩的自由创造精神。,自由行事不逾矩的自由创造精神。
百花争艳,很繁荣,这一时期中国的经济呈现勃兴状态，社会思想解放，文化上百花争艳。,这一时期中国的经济呈现勃兴状态，社会思想解放，文化上很繁荣。
残羹冷炙,剩饭,桌上是一顿美餐的残羹冷炙，这顿美餐是前天洗劫镇上所有的商店后得到的。,桌上是一顿美餐的剩饭，这顿美餐是前天洗劫镇上所有的商店后得到的。
大同小异,差不多,以上的开始序曲部分各地有所不同，但都大同小异。,以上的开始序曲部分各地有所不同，但都差不多。
这方面是,朝鲜问题上很难,我们相信，国际货币基金组织在这方面是可以有所作为的。,远隔着太平洋的美国若无盟友韩国相助，在朝鲜问题上很难可以做事情，并能取得较大的成绩。
有所作为,做事情，并能取得较大,我们相信，国际货币基金组织在这方面是可以有所作为的。,远隔着太平洋的美国若无盟友韩国相助，在朝鲜问题上很难可以做事情，并能取得较大的成绩。
初露锋芒,表现才能,近年来精确制导炸弹在战争中初露锋芒，受到了普遍的重视。,近年来精确制导炸弹在战争中表现才能，受到了普遍的重视。
旧地重游,那里和后面的,"还好爱隆救了你，你的伤就快好了欢迎来到瑞文戴尔，佛罗多·巴金斯比尔博旧地重游""，一个哈比人的故事，""，比尔博·巴金斯，著""",用埃尔隆德勋爵的技巧，你已经开始修复了欢迎来到里文德尔、弗罗多巴金斯比尔博那里和后面的一个哈比人故事，比尔博巴金斯。”
一意孤行,不接受别人的劝告，顽固地按照自己的主观想法去做,如果共和党人一意孤行的话，我们很快就会倒退到马车时代了。,如果共和党人不接受别人的劝告，顽固地按照自己的主观想法去做的话，我们很快就会倒退到马车时代了。
是不存在,没有新,人们可能会有各种想法，可能会有各种指责，但裙带关系可以证明是不存在的。,可以有看法，也可以有指控，但可以证明没有新的独裁主义。
徒劳无益,没有任何用处,梵文学者为了徒劳无益的辩论术而感到高兴。,梵文学者为了没有任何用处的辩论术而感到高兴。
衣食住行,生活上的基本需求,巨人般的儿子望着为自己衣食住行而心急如焚的父母，心里很不是滋味。,巨人般的儿子望着为自己生活上的基本需求而着急的父母，心里很不是滋味。
恋不舍时,这个物体,她们一发现自己开始对某件东西有点恋恋不舍时，就得拿它送给旁人。,一旦他们意识到自己越来越依恋这个物体，就得拿它送给旁人。
百花齐放,各个影视多样化发展,去年是《星战前传》的热潮，今年则是百花齐放。,去年是《星战前传》的热潮，今年则是各个影视多样化发展。
牛鼎烹鸡,太屈才,缺陷：难操作，但容易撑开毛孔，而且轻度黑头用它就牛鼎烹鸡了，杀鸡焉用宰牛刀。,缺陷：难操作，但容易撑开毛孔，而且轻度黑头用它就太屈才了。
蓬荜生辉,感到荣幸,每个传奇球星都是伟大的，他们让我蓬荜生辉。,每个传奇球星都是伟大的，他们让我感到荣幸。
藏龙卧虎,人才没被发现,但是，预计埃拉诺的缺阵对藏龙卧虎的巴西队来说不会造成太大影响。,但是，预计埃拉诺的缺阵对人才没被发现的巴西队来说不会造成太大影响。
不得其所,没有目标了,那个城市佬在农场里是如鱼离水，不得其所。,那个城市佬在农场里是如鱼离水，没有目标了。
不用忍饥,没有,他说自己从来不用忍饥挨饿，但靠着父母上门推销分期付款的商品所挣的收入，也只能缩衣节食地过日子。,他说，他从来没有挨饿过，但他的父母只能靠分期付款的办法过着节俭的生活，逐门推销商品。
上门推销,只能靠,他说自己从来不用忍饥挨饿，但靠着父母上门推销分期付款的商品所挣的收入，也只能缩衣节食地过日子。,他说，他从来没有挨饿过，但他的父母只能靠分期付款的办法过着节俭的生活，逐门推销商品。
岁月蹉跎,虚度时间,但总的来说，如果再让我活一回，我要把握好分分秒秒，留心生活，真正关注生活，品味生活，决不使岁月蹉跎。不为小事烦心。,但总的来说，如果再让我活一回，我要把握好分秒，留心生活，真正关注生活，品味生活，决不使虚度时间。不为小事烦心。
经年累月,长时间,她说大学卓越不凡的成绩是经年累月才得以建立的，而如今只需一年就会毁于一旦。,她说大学卓越不凡的成绩是长时间才得以建立的，而如今只需一年就会一下子毁灭。
徘徊歧路,犹豫不前,然胡氏眷恋穷城，徘徊歧路，坐昧先几之兆，必贻后至之诛。,然胡氏眷恋穷城，犹豫不前，坐昧先几之兆，必贻后至之诛。
人面兽心,虚伪残忍,“龙卷风”：这技能将不再对在“人面兽心”状态下的猎人或在“野兽之心”状态下的猎人宠物生效,“龙卷风”：这技能将不再对在虚伪残忍状态下的猎人或在“野兽之心”状态下的猎人宠物生效
生死不渝,真挚,这得看这番暂时的情感里，是否含有生死不渝友谊的萌芽。,这得看这番暂时的情感里，是否含有真挚友谊的萌芽。
千军万马,庞大的队伍,他的雄才大略足以统率千军万马。,他的才智和谋略足以统率庞大的队伍。
有始无终,不能够坚持到底,他很喜欢管理，但是往往有始无终。,他很喜欢管理，但是往往不能够坚持到底。
举重若轻,很淡定,从容是一种力量，让我们面对挫折时淡定自若，面对成功时举重若轻；,从容是一种力量，让我们面对挫折时淡定自若，面对成功时很淡定；
养虎为患,纵容敌人,人们开始后悔养虎为患，这个同盟过于依赖艾哈迈德?瓦利?卡尔扎伊，以至于无法抑制他的嚣张气焰。,人们开始后悔纵容敌人，这个同盟过于依赖艾哈迈德?瓦利?卡尔扎伊，以至于无法抑制他的嚣张。
无论如何,不管怎样,醒了，我说不出心里的感受，虽无不波澜，但无论如何我做不到心如止水！,醒了，我说不出心里的感受，虽无不波澜，但不管怎样我做不到心境平静！
眼花缭乱,看不过来,远涉重洋进口而来的珠宝和令人眼花缭乱的华贵的织物则通过色彩来还原其特征。,远远地渡过海洋进口而来的珠宝和令人看不过来的华贵的织物则通过色彩来还原其特征。
